AcceptedAnswerId,Answer
"11853911","<p>What you want to do is stop Git from tracking the file changes.  </p>

<ol>
<li>Move any sensitive strings from <code>connect.php</code> into a new file called <code>config.php</code></li>
<li>Fill in with sample string</li>
<li>Include <code>config.php</code> in <code>connect.php</code></li>
<li>Commit to Git</li>
<li>Use <code>git update-index --assume-unchanged &lt;file&gt;</code> to stop tracking updates to this file.</li>
<li>Update the file with your production strings </li>
<li>If you ever need to track changes again use <code>git update-index --no-assume-unchanged &lt;file&gt;</code></li>
</ol>
"
"11965249","<p>The standard solution is to store it in a config file. Therefore everyone who wants to install and run the software needs to register his/her own password to use your software.</p>

<p>Generally, for server-based software, each installation is a separate service. For example NBC Universal, NPR and Huffington Post all use the same software but are considered different entities. Therefore this makes sense in general.</p>

<p>However, for desktop-based software this is not the case. The word processor used by NBC, NPR and Huffington Post are not considered different software but is just Microsoft Word. So for desktop-based software (or mobile App) the solution is similar except that you include the necessary private key/secret code during the build process. Again, keeping this all in config files makes life easier. Just make sure that the example/default config file that you upload to the public repo does not contain any secrets.</p>
"
"12134119","<p>Consider using configuration management tools like <a href=""http://puppetlabs.com/"" rel=""nofollow"">puppet</a> or <a href=""http://www.opscode.com/chef/"" rel=""nofollow"">chef</a> for managing all your application configuration files. Both tools use ""manifests"" or ""receipes"" which can placed under revision control and matched to each server deploying the application.</p>

<p>Another option is to consider is to develop an install package for your OS, see the following articles for more details:</p>

<ul>
<li><a href=""http://www.sonatype.com/people/2011/11/bringing-java-and-linux-together-on-the-way-to-continuous-live-deployment/"" rel=""nofollow"">http://www.sonatype.com/people/2011/11/bringing-java-and-linux-together-on-the-way-to-continuous-live-deployment/</a> </li>
</ul>

<p>The advantage of doing it this way is that the install can be configured to generate the correct configuration tailored for the environment it is deployed onto. A more important benefit is that it's simpler to manage and install.</p>
"
"12193696","<p><code>git filter-branch</code> alters existing commits, it won't work automatically with new commits.</p>

<p>What you want is a <a href=""http://git-scm.com/book/en/Customizing-Git-Git-Hooks"" rel=""nofollow"">hook</a>.</p>

<p>However, you can't completely ignore the values in that file, since you can't alter committed objects without creating a parallel timeline. You can at most mask them in the working tree, setting up hooks that will always ignore the masked lines on checkout and commit. But that is very complex, and it will make things harder for developers.</p>

<p>A better alternative is to put such configuration in a separate file that is <a href=""http://www.kernel.org/pub/software/scm/git/docs/gitignore.html"" rel=""nofollow"">ignored</a> by git, and each developer should maintain a local copy of that file with his own settings and passwords. It is never a good idea to put passwords on a public (or at least shared) repository. Passwords should always be private.</p>
"
"12290799","<p>This is the perfect for .config files. Depending on whether its a web or console application, you will have a web.config or app.config file in your project.</p>

<p>You can use the <code>appSettings</code> section to store your API key.</p>

<p>To make things even easier, you can actually have this section read from another file, ie: specialappsettings.config and then just ignore that single file from your repository.</p>

<p>Modify your <strong>web.config</strong> (or <strong>app.config</strong>):</p>

<pre><code>&lt;configuration&gt;
&lt;appSettings file=""specialappsettings.config""&gt;
&lt;/appSettings&gt;
&lt;system.web&gt;
&lt;!-- standard web settings go here --&gt;
&lt;/system.web&gt;
&lt;/configuration&gt;
</code></pre>

<p>Create a new <strong>specialappsettings.config</strong> file:</p>

<pre><code>&lt;appSettings&gt;
&lt;add key=""APIKey"" value=""YourApiKeyValue"" /&gt;
&lt;add key=""AnotherKey"" value=""AnotherValue"" /&gt;
&lt;/appSettings&gt;
</code></pre>

<p>This can be accessed in your code via:</p>

<pre><code>var apiKey = ConfigurationManager.AppSettings[""APIKey""];
</code></pre>

<p>Notes:</p>

<ul>
<li>You can keep your settings within the original web.config file as
well but this lets you ignore just the specific settings file from
your git repository without affecting the rest of the project's
necessary configuration details.</li>
<li>The same ""key"" can be saved in
either file however the external file will override the original
web.config file value.</li>
</ul>
"
"12390338","<p>As to why it does not work, have you tried echoing out the value read from the file? It might be something as simple as a space or new-line, so you could try:</p>

<pre><code>$obj-&gt;password = trim($pword);
</code></pre>

<p>An alternative would be to just add a example config file to github and not the real one, for example just add <code>config.php.example</code> with empty or example values.</p>
"
"12461944","<p>On a more theoretical level, I tend to think about levels for security in the following ways (in order of increasing strength) :</p>

<ul>
<li>No security.  Plain text.  Anyone that knows where to look, can access the data.</li>
<li>Security by Obfuscation.  You store the data (plaintext) someplace tricky, like an environment variable, or in a file that is meant to look like a configuration file.  An attacker will eventually figure out what's going on, or stumble across it.</li>
<li>Security provided by encryption that is trivial to break, (think caesar cipher!).</li>
<li>Security provided by encryption that can be broken with some effort.</li>
<li>Security provided by encryption that is impractical to break given current hardware.</li>
<li>The most secure system is one that nobody can use! :)</li>
</ul>

<p>Environment variables are <em>more</em> secure than plaintext files, because they are volatile/disposable, not saved;
   i.e. if you set only a local environment variable, like ""set pwd=whatever,"" and then run the script, 
   with something that exits your command shell at the end of the script, then the variable no longer exists. 
Your case falls into the first two, which I'd say is fairly insecure.  If you were going to do this, I wouldn't recommend deploying outside your immediate intranet/home network, and then only for testing purposes.</p>
"
"12734588","<p>Once someone gets access to your host, it's basically over.  Either approach, environment variables or a database.yml file, will still be retrievable if someone has access to your box.</p>

<p>I would recommend using environment variables in Heroku to store your database credentials.  As you know, you should never check in production credentials into any repository.</p>
"
"13271419","<p>You could use a <a href=""https://stackoverflow.com/questions/2316677/can-git-automatically-switch-between-spaces-and-tabs/2316728#2316728"">git attribute <strong>filter</strong> driver</a> and version:</p>

<ul>
<li><code>connectionStrings.basic.template</code> file</li>
<li><code>smudge</code> script in charge of creating the actual (not versioned) <code>connectionStrings.basic</code> if it doesn't exist, each time you checkout the repo (when the filter driver <a href=""https://stackoverflow.com/questions/2562523/using-git-to-work-with-subversion-ignoring-modifications-to-tracked-files/2562678#2562678"">detects the <em>content</em> of that template file</a>)</li>
<li>a clean script which would restore the original content of <code>connectionStrings.basic.template</code> (in the case of modifications to that template file) in order to keep the template file immutable.</li>
</ul>

<p><img src=""https://i.stack.imgur.com/VgbrX.png"" alt=""smudge on checkout""></p>

<p>See <strong><a href=""http://git-scm.com/book/ch7-2.html"" rel=""nofollow noreferrer"">git attributes</a></strong> for an example.</p>
"
"13542579","<p>You cannot hide just a part of the history if a Git repository; due to the way Git works, with each commit including the hash of previous commits, in order use a Git repository you need to have the full history.</p>

<p>However, you do have a few options. One would be to start a new repository with the current contents, and keep your old repository around. You can then give anyone who needs access to the old history the old repository. You can still view the full history across both repositories. You do this by adding remotes for each of the old and new, then using <a href=""http://www.kernel.org/pub/software/scm/git/docs/git-replace.html"" rel=""nofollow noreferrer""><code>git replace</code></a> to attach the last commit of the old repo to the first commit of the new. See the answer to <a href=""https://stackoverflow.com/questions/5724522/creating-github-repository-with-only-a-subset-of-a-local-repositorys-history"">this question</a> for more details. </p>

<p>Another option is to filter the history. You can use <a href=""http://www.kernel.org/pub/software/scm/git/docs/git-filter-branch.html"" rel=""nofollow noreferrer""><code>git filter-branch --tree-filter</code></a> to run a script on each commit in your history, which replaces all instances of your passwords with something like ""password"". This will preserve the full history, though all of your commits will get new commit IDs. See the answer to <a href=""https://stackoverflow.com/questions/2110595/redaction-in-git"">this question</a> for more details. </p>

<p>Both of these options will allow you to keep your full history, while not revealing your passwords. One thing to keep in mind if that they will change the actual commit IDs so you will need to make sure all of your working repositories are checked out from the new ones, not the old, or you could accidentally push the old history to one of your new repos. I would recommend changing any passwords that are in the old repo just in case, since once they are there, it may be easy to accidentally reveal them. </p>
"
"14058488","<p>If you consider your hosting environments to be secure, you could follow the approach of storing the login and pass in environment variables.  This is considered by some to be a best practice: <a href=""http://www.12factor.net/config"" rel=""nofollow"">http://www.12factor.net/config</a> (and it appears to be growing in popularity).</p>

<p>Then in your settings.py:</p>

<pre><code>  #If you want loud failures, usually the best
  EMAIL_HOST_USER = os.environ['EMAIL_USERNAME']
  EMAIL_HOST_PASSWORD = os.environ['EMAIL_PASSWORD']

  #If you want quiet failures, usually not a good idea
  EMAIL_HOST_USER = os.environ.get('EMAIL_USERNAME', None)
  EMAIL_HOST_PASSWORD = os.environ.get('EMAIL_PASSWORD', None)
</code></pre>

<p>How you set the environment variable depends on your setup, but it is usually very straight forward.</p>

<p>This approach has the advantage of keeping secrets out of the git repo, so you can add new collaborators to the project without fear that they're going to take over your AWS/email/etc account</p>
"
"14178004","<p>What I was looking for was guidance on how to deal with private keys.  Both @DrewV and @yfeldblum pointed me to the right direction.  I ended up turning my private key into a string and storing it in a Heroku config variables.</p>

<p>If anyone is looking to do something similar, here's a sample code snippit using paramiko:</p>

<pre><code>import paramiko, base64
import StringIO
import os

key = paramiko.RSAKey.from_private_key(StringIO.StringIO(str(os.environ.get(""AWS_PRIVATE_KEY""))))
ssh = paramiko.SSHClient()
ssh.set_missing_host_key_policy(paramiko.AutoAddPolicy())
ssh.connect(str(os.environ.get(""EC2_PUBLIC_DNS"")), username='ec2-user', pkey=key)
stdin, stdout, stderr = ssh.exec_command('ps')

for line in stdout:
    print '... ' + line.strip('\n')
ssh.close()
</code></pre>

<p>Thanks to @DrewV and @yfeldblum for helping (upvote for both).</p>
"
"14235222","<p>You'll probably want to plug-in the access keys as a separate file in the source code, which you would avoid pushing to the public repository (or push with the actual keys deleted so someone wanting to use your application would need to plug-in their own key). That way everything is open source <em>except</em> your private keys themselves.</p>

<p>TL;DR: The only way to really avoid publishing your keys is not to make them part of the public source repo. Anything else means they are pretty trivially extractable by others.</p>
"
"14293659","<p>I found the answer after some Googling. In short, the answer is no.</p>

<p>And here's an excerpt from <a href=""https://developers.facebook.com/docs/concepts/login/access-tokens-and-types/"" rel=""nofollow"">Facebook</a>:</p>

<h1>Security Best Practices</h1>

<h2>App Secret and App Access Token</h2>

<p>The App Secret is used in some of the Login flows to generate access tokens and the Secret itself is intended to secure usage of your App to only those that are trusted. The secret can be used to easily create an App Access Token which can make API requests on behalf of any user of the app, which makes it extremely important that an App Secret is not compromised.</p>

<p>Therefore the App Secret or an App Access token should never be included in any code that could be accessed by anyone other than a developer of the app. This applies to all methods of code that are not secured like client-side code (such as HTML or Javascript) or native apps (such as iOS, Android or Windows desktop apps) that could be decompiled.</p>

<p>We recommend that App Access Tokens should only be used directly from your app's servers in order to provide the best security. For native apps, we suggest that the app communicates with your own server and the server then makes the API requests to Facebook using the App Access Token. For this reason, if your 'App Type' under Advanced Settings in the App Dashboard is set to Native/Desktop we assume that your native app contains the App Secret or an App Access Token in the binary, and we do not allow calls signed with an App Access Token to proceed. The API will behave as though no access token was provided.</p>

<p>If your App Secret is compromised, you should reset it immediately in the Basic Settings of your App Dashboard.</p>
"
"14551240","<p>One possible solution:</p>

<p>Commit and push a ""sample"" config file. Then, make the modifications you want to the local config file. It will now be marked as modified in Git.</p>

<p>Use <code>git update-index --assume-unchanged config</code> to permanently ignore future local modifications to the config file (use <code>--no-assume-unchanged</code> to resume tracking modifications).</p>

<p>This way, you will have a sample config in the upstream repo, a customized config in your repo, and you will not accidentally commit the changed config because Git will not mark it as modified.</p>
"
"14618156","<p>You don't have to handle this any differently than you do your database configuration files.</p>

<p>First, create <code>application/config/paypal.php</code>:</p>

<pre><code>// Change this information to match your settings
//$config['paypal_seekrit'] = '';
// whatever else
</code></pre>

<p>Note, create it <em>just</em> like that, as you're going to track it initially as a stub. Add it and commit it:</p>

<pre><code>git add application/config/paypal.php
git commit
</code></pre>

<p>Now, add it to <code>.gitignore</code> so it's no longer tracked locally. Add and commit <code>.gitignore</code>. Then, in your code, you need to then do something like this to make sure people remember to set things appropriately:</p>

<pre><code>$this-&gt;load-&gt;config('paypal');
$seekrit = $this-&gt;config-&gt;item('paypal_seekrit');
if ($seekrit === FALSE) {
    // config-&gt;item returns FALSE by default if item doesn't exist
    log_message('error', 'You need to configure config/paypal.php!');
    // bail out, if appropriate
    show_error('Paypal keys have not been configured');
}
</code></pre>

<p>At this point you can push. Everyone now has a stub of the file, and nothing anyone does on their end will be in danger of being pushed back. The drawback is, if you need to change the default stub to add or remove an option, you (and everyone else) will need to merge. But, it's such a trivial file, I don't consider that an issue.</p>

<p>Then, add your secret keys to the file without worrying about accidentally committing and pushing them. Note, if using it in a library you first have to call <code>get_instance()</code> to get at the framework super object (singleton), e.g:</p>

<pre><code>$CI = get_instance();
$CI-&gt;load-&gt;config('paypal');
$seekrit = $CI-&gt;config-&gt;item('paypal_seekrit');
...
</code></pre>

<p>One of the first things I do on a new CI project is commit <code>application/</code> and then stop tracking certain files in <code>application/config</code>.</p>

<p>You can also just make a catch all config file for site specific settings that overrides all previously loaded configurations and stick it in there (something like <code>config/appname.php</code>). Just be sure to do it in a way where the config / loader class work as someone would expect them to work.</p>
"
"15327779","<p>Although I wasn't able to come across anything Python-specific on stackoverflow, I did find a <a href=""http://opensourcehacker.com/2012/12/13/configuring-your-python-application-using-environment-variables/"" rel=""noreferrer"">website that was helpful</a>, and thought I'd share the solution with the rest of the community. </p>

<p>The solution: environment variables. </p>

<p>Note: Although environment variables are similar in both Linux/Unix/OS X and in the Windows worlds, I haven't tested this code on a Windows machine. Please let me know if it works. </p>

<p>In your bash/sh shell, type:</p>

<pre><code>export MYAPP_DB_USER='myapp'
export MYAPP_DB_PASSWORD='testing123'
</code></pre>

<p>And in your Django settings.py file:</p>

<pre><code>DATABASE_USER = os.environ.get(""MYAPP_DB_USER"", '')
DATABASE_PASSWORD = os.environ.get(""MYAPP_DB_PASSWORD"", '')
</code></pre>

<p>In this case, the username and password would default to an empty string if the environment variable didn't exist. </p>
"
"15601529","<p>There are a few methods to accomplish this. All of them require the cooperation of everybody who has cloned your repository or pulled changesets from it after the change was introduced.</p>

<p>Which method to use depends on the exact nature of the committed data and where it is in the history. All of them require the use of Mercurial extensions and cannot be accomplished with core Mercurial. Luckily, all the required extensions are shipped by default with Mercurial and simply have to be enabled.</p>

<p>I'm not going into detail about the methods here as there are several answers that give different methods in the question this is a dupe of. I just want to be clear that the accepted answer in that question is technically correct, but not useful. It is actually possible.</p>
"
"16240800","<p>The solution I eventually chose was to move all the sensitive strings inside a <strong>web.config</strong> file (or <strong>app.config</strong>), then encrypt the sensitive sections of it. I then let the operating system and the ASP.NET runtime to handle encryption/decryption. Not perfect (after all you do need to have the original app/web.config file holding the plaintext data - but at least it doesn't have to be on the production machine), but quite convenient.</p>
"
"16380148","<p>Putting that info in other file, for instance an YML, and referencing it on your Rakefile? The YML would be on you .gitignore to avoid committing personal information.</p>

<p>Example of .YML file:</p>

<pre><code>app:
  codesign_certificate: ""iPhone Developer: Name Goes Here (12SELC3456)""
</code></pre>

<p><strong>EDIT</strong></p>

<p>For more info how to read an YML file: <a href=""https://stackoverflow.com/questions/3877004/how-do-i-parse-a-yaml-file"">How do I parse a YAML file</a></p>
"
"16446566","<p>I looked into this a lot and played with a lot of different approaches. However, Pyramid is so flexible, and the <code>.ini</code> config parser is so minimal in what it does for you, that there doesn't seem to be a de facto answer.</p>

<p>In my scenario, I tried having a <code>production.example.ini</code> in version control at first that got copied on the production server with the details filled in, but this got hairy, as updates to the example didn't get translated to the copy, and so the copy had to be re-created any time a change was made. Also, I started using Heroku, so files not in version control never made it into the deployment.</p>

<p>Then, there's the encrypted config approach. Which, I don't like the paradigm. Imagine a sysadmin being responsible for maintaining the production environment, but he or she is unable to change the location of a database or environment-specific setting without running it back through version control. It's really nice to have the separation between environment and code as much as possible so those changes can be made on the fly without version control revisions.</p>

<p>My ultimate solution was to have some values that looked like this:</p>

<pre><code>[app:main]

sqlalchemy.url = ${SQLALCHEMY_URL}
</code></pre>

<p>Then, on the production server, I would set the environment variable <code>SQLALCHEMY_URL</code> to point to the database. This even allowed me to use the same configuration file for staging and production, which is nice.</p>

<p>In my Pyramid init, I just expanded the environment variable value using <a href=""http://docs.python.org/2/library/os.path.html#os.path.expandvars""><code>os.path.expandvars</code></a>:</p>

<pre><code>sqlalchemy_url = os.path.expandvars(settings.get('sqlalchemy.url'))
engine = create_engine(sqlalchemy_url)
</code></pre>

<p>And, if you want to get fancy with it and automatically replace all the environment variables in your settings dictionary, I made this little helper method for my projects:</p>

<pre><code>def expandvars_dict(settings):
    """"""Expands all environment variables in a settings dictionary.""""""
    return dict((key, os.path.expandvars(value)) for
                key, value in settings.iteritems())
</code></pre>

<p>Use it like this in your <code>main</code> app entry point:</p>

<pre><code>settings = expandvars_dict(settings)
</code></pre>
"
"16695626","<p>Set the secret as an environment variable, then when developers use your open source app they can replace it with their own Dropbox key.  </p>

<p>Then, exclude the file with the environment variables from your source control.</p>

<p>You could additionally put in some handling that raises a specific exception if the environment variable isn't set, so they know what's missing and what they have to do.</p>

<p>I doubt you need everyone who uses your app using your secret key, and most developers won't want to anyway, in case you ever remove it.</p>
"
"17483596","<p>You could use .gitatrributes to filter the contents:</p>

<ul>
<li><p>.gitattributes</p>

<pre><code>secrets.h filter=secret merge=keepMine
</code></pre></li>
<li><p>.git/config</p>

<pre><code>[filter ""secret""]
clean  = echo ""// replace the next line with the sensitive data""
smudge = cat

[merge ""keepMine""]
    name = always keep mine during merge
    driver = /bin/true %O %A %B
</code></pre></li>
</ul>

<p>I threw in a 'keepMine' merge to prevent accidental merges. However, AFAIK merge should not even kick in, as local changes would be effectively 'invisible' due to the <code>clean</code> filter step. Regardless of what's actually in <code>secrets.h</code>, the repo file will always contain:</p>

<pre><code>// replace the next line with the sensitive data
</code></pre>

<p>E.g.:</p>

<blockquote>
  <p><strong><code>/tmp/work$</code></strong> <code>echo '// agent 007 reporting for duty' &gt; secrets.h</code><br/>
  <strong><code>/tmp/work$</code></strong> <code>git status -s</code><br/>
      <code>M secrets.h</code><br/>
  <strong><code>/tmp/work$</code></strong> <code>git diff</code><br/>
  <strong><code>/tmp/work$</code></strong> <code>git cat-file -p HEAD:secrets.h</code><br/>
     <code>// secret contents not in repo</code><br/></p>
</blockquote>
"
"17889113","<h2>Use Config Vars with Heroku Toolbelt</h2>

<p>You can set environment variables via the command line with <a href=""https://toolbelt.heroku.com/"" rel=""nofollow"">Heroku Toolbelt</a>. The process is <a href=""https://devcenter.heroku.com/articles/config-vars"" rel=""nofollow"">described in detail</a> in the Heroku documentation, but as an example:</p>

<pre><code># Set FOO as an environment variable for your app.
$ heroku config:set FOO=bar

# Access FOO from inside your Heroku app.
puts ENV['FOO']
</code></pre>
"
"18090093","<p>I would recommend building an encryption system that encrypts the data before it gets sent to the xml file then instead of searching for the username or whatever you encrypt the name before you search. This way even if a person managed to get into the file the wont be able to read it without having the algorithm used for encrytion and knowing exactly what they wanted to find. Well theoretically they could brute force it, but they still need to know the algorithm to do that. An easy way to handle encrytion would be to learn how to use the bouncy castle libs at <a href=""http://www.bouncycastle.org/"" rel=""nofollow"">http://www.bouncycastle.org/</a> . They have a very easy to use/learn system.</p>
"
"18154433","<p>It really depends on how secret the keys are.</p>

<p>If they're tied to a user account like for AWS, then I would say to absolutely not include them in the SCM.  In that case, the app should check the environment variables to load a key file from the user's directory.</p>

<p>If they're more designed to be per app, then it would reasonable to include the key in the source tree.</p>

<p>Now, if you're developing a library.  It would reasonable to include your key in the source tree under the tests but not to include it the binary distributions.</p>

<p>One thing I will suggest, is that you put the key under different copyright terms than the rest of the library.  That way, if someone forks your code, you can force them to get their own key.</p>
"
"18168273","<p>You can move a single section of Web.config to a separate file.</p>

<p>In Web.config, <a href=""http://msdn.microsoft.com/en-us/library/system.configuration.sectioninformation.configsource"" rel=""noreferrer"">write</a></p>

<pre><code>&lt;connectionStrings configSource=""connectionStrings.config"" /&gt;
</code></pre>

<p>Then, move the original element to a separate <code>connectionStrings.config</code> (or any other filename) and add it to gitignore.</p>
"
"18391757","<p>I usually advise that people use the ""template"" pattern in this case.</p>

<p>For example, you have some <code>application.settings</code> file that contains things like database passwords, port bindings. etc.  Copy that file to <code>application.settings.template</code> and strip out all of the site-specific information, such as passwords and endpoints, leaving behind only the settings you want to be the default.</p>

<p>Then, add <code>application.settings</code> to your <code>.gitignore</code>.  Any time you introduce a new setting you will have to adjust both files, but this allows others to very easily see what has to be configured by looking for <code>*.template</code> files.  They would only need to copy those and remove the <code>.template</code> extension, then customize them as necessary.</p>

<p>This has some advantages:</p>

<ol>
<li>The deployed settings won't be clobbered if someone is foolish enough to <code>git reset --hard</code> in production, as the actual settings file is not tracked by Git.</li>
<li>A developer won't be prevented from checking out a different branch because of local configuration changes (normally one would have to <code>git stash &amp;&amp; git checkout other-branch &amp;&amp; git stash pop</code> if the target branch has a different settings file than the current branch, and the developer has made local changes to the settings file).</li>
<li>As the actual settings file is ignored, it is very difficult to accidentally push it to a remote repository by accident.</li>
</ol>

<p>A disadvantage is that new/modified settings in the template can't be merged in to a deployed setting file (but if you are in production you probably want to inspect the differences in the template file and apply those by hand anyway).  One will have to manually <code>git diff HEAD HEAD@{1} -- application.settings.template</code> after pulling or checking out a new branch to see what changed in the settings template.</p>
"
"18651069","<h2>try the BFG instead of git filter-branch...</h2>

<p>You can use a <em>much</em> more friendly substitution format if you use <a href=""http://rtyley.github.io/bfg-repo-cleaner/"" rel=""nofollow"">The BFG</a> rather than <code>git-filter-branch</code>. Create a <code>passwords.txt</code> file, with one password per line like this:</p>

<pre class=""lang-bsh prettyprint-override""><code>PASSWORD1==&gt;xXxXx      # Replace literal string 'PASSWORD1' with 'xXxXx'
ezxcdf\fr$sdd%==&gt;xXxXx # ...all text is matched as a *literal* string by default
</code></pre>

<p>Then <a href=""http://rtyley.github.io/bfg-repo-cleaner/#usage"" rel=""nofollow"">run the BFG</a> with this command:</p>

<pre><code>$ java -jar bfg.jar -fi '*.php' --replace-text passwords.txt  my-repo.git
</code></pre>

<p>Your entire repository history will be scanned, and all <code>.php</code> files (under 1MB in size) will have the substitutions performed: any matching string (that isn't in your <em>latest</em> commit) will be replaced.</p>

<h2>...no escaping needed</h2>

<p>Note that the only bit of parsing the BFG does with here with the substitution file is to split on the '<code>==&gt;</code>' string  - which probably <em>isn't</em> in your passwords - and all text is interpreted literally by default.</p>

<p>If you want to be even more concise, you can drop the '<code>==&gt;</code>' and everything that comes after it on each line (ie, <em>just have a file of passwords</em>) and The BFG will replace each password with the string '<code>***REMOVED***</code>' by default.</p>

<p>The BFG is typically <a href=""http://rtyley.github.io/bfg-repo-cleaner/#speed"" rel=""nofollow"">hundreds of times faster</a> than running <code>git-filter-branch</code> on a big repo and the options are tailored around these two common use-cases:</p>

<ul>
<li>Removing <strong>Crazy Big Files</strong></li>
<li>Removing <strong>Passwords, Credentials</strong> &amp; other <strong>Private data</strong></li>
</ul>

<p><em>Full disclosure: I'm the author of the BFG Repo-Cleaner.</em></p>
"
"18724759","<p>Create a new file called .gitignore at the root of your new project (e.g. next to the composer.json file) and paste the following into it. Files matching these patterns will be ignored by git:</p>

<pre><code>/web/bundles/
/app/bootstrap*
/app/cache/*
/app/logs/*
/vendor/
/app/config/parameters.yml
</code></pre>

<p>Copy <code>app/config/parameters.yml</code> to <code>app/config/parameters.yml.dist</code>. The <code>parameters.yml</code> file is ignored by git (see above) so that machine-specific settings like database passwords aren't committed. By creating the <code>parameters.yml.dist</code> file, new users can quickly clone the project, copy this file to <code>parameters.yml</code>, customize it, and start using it.</p>

<p>The code of your application can be licenced under any open source licence. Choose one, which you like. Also edit your <code>composer.json</code> reflecting the choosen licence, a propper package name and so on.</p>
"
"18830740","<p>You should only push a config- sample in the repo and gitignore the ""real"" config, because every instance will have its own config. After you deployed the repo on your production system you copy/create the config based on the sample, fill in your ""personal"" settings and you are done. </p>
"
"18863954","<p>You can go about this in at least two ways:</p>

<ul>
<li>track a sample, munged version of the configuration file, ignoring the actual version</li>
<li>commit a munged version of the configuration file and then ignore it from future tracking</li>
</ul>

<h3>Track munged sample version</h3>

<p>Put the configuration files explicitly in .gitignore (no wildcards, e.g. <strong>/config/database.php</strong>) and create a copy that has the same contents, except the keys and other sensitive data is replaced with NULLs or XXXs and save that into a file like <strong>/config/database-sample.php</strong> and track, commit and push that. </p>

<p>Maybe even <a href=""https://stackoverflow.com/questions/9342886/git-best-practice-for-config-files-etc/9343239#9343239"" title=""another case on config files"">using symbolic links between the two</a>.</p>

<h3>Ignore with munging</h3>

<p>Or you can commit a munged version, push that, then drop it <a href=""http://git-scm.com/docs/git-update-index"" rel=""nofollow noreferrer"">from the index with --assume-unchanged</a></p>

<pre><code>git update-index --assume-unchanged &lt;file&gt;
</code></pre>

<p>Any changes now to the file will not be seen by Git and you can then edit back in the keys.</p>

<p>In both methods you keep the structure of the project files (roughly) available for others to clone and edit as necessary for their local or development repo without having to guess that there are holes to fill.</p>
"
"18920852","<p>In Zend 2 There are  </p>

<ol>
<li>Global configuration file &amp;</li>
<li>Module level configuration file</li>
</ol>

<p>IF you want to know there use you can refer the link below </p>

<p><a href=""http://zf2.readthedocs.org/en/latest/tutorials/config.advanced.html"" rel=""nofollow"">How does configuration works in ZF2 </a></p>

<p>When I had a same scenario I   used the above link to understand and exploit Zend Config module which is really good to handle the situation like this  . </p>

<p>create two files  </p>

<p>production.php 
local.php</p>

<p>in both these files </p>

<p>return this array based on the environment  </p>

<pre><code>return array(
     ""dbname"" =&gt; ""yourdbname""
     ""dbhostname"" =&gt; ""dbhostname""
     ""dbusername"" =&gt; ""yourdbusername"",
     ""dbpassword"" =&gt; ""yourdbpassword""
 );
</code></pre>

<p>in config/autoload/ directory of your zend framewrok application </p>

<p>later edit your config/application.config.php file as per below instructions </p>

<p>// get the application env from Apache vhost file ( here you can set in your apache vhost file as production or local ) </p>

<pre><code>$applicationEnv = getenv('APPLICATION_ENV');
</code></pre>

<p>$environmentSpecificConfigPath = ""config/autoload/{,*.}{"".$applicationEnv."",local}.php"";</p>

<p>// Next with in the config array pass the environment specific configuration path </p>

<pre><code> 'config_glob_paths' =&gt; array($environmentSpecificConfigPath)
</code></pre>

<p>in any controller or action  </p>

<p>you can just use the below code </p>

<pre><code> $configArray = $this-&gt;getGlobalConfig(); 
</code></pre>

<p>Now $configarray has all your DB credentials to create a connection </p>

<pre><code>$adapter = new Zend\Db\Adapter\Adapter(array(
    'driver' =&gt; 'Mysqli',
    'database' =&gt; $configArray['dbname'],
    'username' =&gt; $configArray['dbusername'],
    'password' =&gt; $configArray['dbpassword']
 ));
</code></pre>

<p>If you use config array to connect the DB in your entire application 
you dont need to worry about environment changes just make sure you have an Apache APPLICATION_ENV entry in your vhost file </p>

<p>you can do that by adding below line in your apache vhost file </p>

<pre><code> SetEnv APPLICATION_ENV ""production"" // in your production server 

 SetEnv APPLICATION_ENV ""local""  // in your local 
</code></pre>

<p>Also Last but not least you can use the Zend Experts module ZeDB </p>

<p><a href=""https://github.com/ZendExperts/ZeDb"" rel=""nofollow"">https://github.com/ZendExperts/ZeDb</a></p>

<p>To manage your CRUD applications </p>

<p>Hope the above steps may help you in creating the environment </p>
"
"19331193","<blockquote>
  <p>The only solution I have in mind is to put all these sensitive variables in a class and simply not add that class to Git.</p>
</blockquote>

<p>Yes, that's how to do it.  Or better yet, leave credentials out of your code entirely, and put them in a configuration file (which you don't check into Git).  The key part of this is ""don't check it in to Git"", at least, not if you want to share your repository.</p>

<p>Be warned that if you ever did check in those credentials, and you publish the repository, someone can look through history to find them.  There are ways to scrub sensitive data from the repository history but it can be tricky to get it right.</p>
"
